,CHARTER,city,url,state,name,charter_id
12552,0,Bristol,,CT,Community Bank,26193
12553,18604,Clinton,,AR,"Union Planters Bank of Central Arkansas, National Association",26196
12554,20011,Sarasota,,FL,Central National Bank,26197
12555,0,Denver,,CO,Vectra Bank of Denver,26198
12556,18593,Houston,,TX,Texas National Bank Westheimer,26199
12557,0,Mount Vernon,www.citizensbankrb.com,KY,Citizens Bank,262
12558,261,New Bedford,,MA,"Shawmut Bank of Southeastern Massachusetts, National Association",2620
12559,18591,Austin,,TX,"First RepublicBank North Austin, National Association",26200
12560,18597,Austin,,TX,North Central National Bank,26201
12561,20065,Addison,,TX,Addison National Bank,26202
12562,0,Phoenix,,AZ,Caliber Bank,26203
12563,0,Denton,,TX,Provident Bank-Denton,26204
12564,0,Duncanville,,TX,First State Bank of Texas,26205
12565,0,Shawnee,,KS,Mark Twain Kansas Bank,26206
12566,0,Denver,,CO,American Bank of Commerce,26207
12567,0,Orlando,,FL,Commercial State Bank of Orlando,26208
12568,20836,Eads,,CO,"OMNIBANK of Kiowa County, National Association",26209
12569,799,New Bedford,,MA,"BayBank Merchants, N. A.",2621
12570,20439,Las Cruces,,NM,"Bank of the Rio Grande, National Association",26210
12571,20484,Las Vegas,,NV,"Citibank (Nevada), National Association",26211
12572,18545,Blanchard,,OK,Tri Star National Bank,26212
12573,20150,Savannah,,GA,"Century South Bank of the Coastal Region, National Association",26213
12574,0,Tampa,,FL,The Village Bank of Florida,26214
12575,0,Odebolt,,IA,Liberty Bank & Trust,26215
12576,0,Concord,,CA,Concord Commercial Bank,26216
12577,0,Chanute,www.boc-ks.com,KS,Bank of Commerce,26217
12578,0,Milwaukee,,WI,Park Bank,26218
12579,18609,Spearman,,TX,First National Bank,26219
12580,18610,Houston,,TX,Southwest National Bank,26220
12581,18611,Houston,,TX,"Champions Bank, National Association",26221
12582,20239,Dallas,,TX,Preston National Bank,26222
12583,18558,Houston,www.goldenbank-na.com,TX,"Golden Bank, National Association",26223
12584,18625,Grand Prairie,,TX,First Continental Bank of Grand Prairie National Association,26224
12585,0,Lampasas,,TX,United Peoples Bank,26225
12586,18605,Tulsa,,OK,"First Memorial Bank, National Association",26226
12587,0,New York City,,NY,First Inter-County Bank of New York,26227
12588,20026,Dublin,www.bankingfnb.com,TX,First National Bank of Dublin,26228
12589,18612,Conroe,,TX,"First Bank, National Association",26229
12590,1011,Seabrook,,NH,First & Ocean National Bank,2623
12591,18626,San Antonio,,TX,Broadway National Bank/Westplex,26230
12592,20420,Dallas,,TX,"United Bank & Trust, National Association",26231
12593,18624,Pearsall,,TX,Frio National Bank,26232
12594,18627,Spring,,TX,Spring National Bank,26233
12595,18602,Novato,,CA,Novato National Bank,26234
12596,0,Steubenville,,OH,Unibank,26235
12597,20489,Miami,,FL,"Republic New York Trust Company of Florida, National Association",26236
12598,0,St. Joseph,,MO,The Heritage Bank of St. Joseph,26237
12599,0,Story City,,IA,F&M Bank-Iowa Story County,26238
12600,18590,Philadelphia,,PA,Chestnut Hill National Bank,26239
12601,1047,Newburyport,,MA,The Merchants National Bank of Newburyport,2624
12602,18606,Mount Laurel,,NJ,Sun National Bank,26240
12603,0,Honolulu,,HI,"Federal Finance & Mortgage, Ltd.",26241
12604,0,Escondido,,CA,Southwest Thrift & Loan Association,26242
12605,0,Salt Lake City,,UT,Universal Financial Corp.,26243
12606,0,Napa,,CA,Capitol Thrift and Loan Association,26244
12607,20939,Anita,,IA,Union National Bank,26246
12608,0,Lees Summit,,MO,Central Bank of the Midwest,26247
12609,0,Wichita,,KS,American Bank,26248
12610,20007,Summerville,,SC,Summerville National Bank,26249
12611,13252,Newton,,MA,Newton National Bank,2625
12612,0,Clearlake,,CA,First Counties Bank,26250
12613,20212,Dallas,,TX,"Cornerstone Bank, National Association",26251
12614,18628,Houston,,TX,Plaza Del Oro National Bank,26252
12615,20022,Keller,,TX,"First Interstate Bank of Keller, National Association",26253
12616,18595,Cupertino,,CA,Cupertino National Bank,26254
12617,0,Lemoyne,,PA,Metro Bank,26255
12618,0,Chattanooga,,TN,Cornerstone Community Bank,26256
12619,0,Miami Lakes,,FL,Enterprise Bank of Florida,26257
12620,0,Atlanta,,GA,Metro Bank,26258
12621,18586,Annapolis,,MD,Bay National Bank,26259
12622,20838,Marlow,WWW.FNBMARLOW.COM,OK,The First National Bank in Marlow,26260
12623,18583,Kingsport,,TN,Executive Park National Bank,26261
12624,0,Boynton Beach,,FL,Prime Bank,26262
12625,0,Cincinnati,,OH,First Safety Bank,26263
12626,0,Dallas,,TX,The Oaks Bank & Trust Company,26264
12627,0,White Settlement,,TX,Landmark Bank-Northwest,26265
12628,0,Euless,,TX,Landmark Bank,26266
12629,0,Livingston,,NJ,NorCrown Bank,26267
12630,24360,Stuttgart,,AR,First National Bank of Stuttgart,26268
12631,0,Boynton Beach,,FL,Carney Bank,26269
12632,383,Northampton,,MA,"Bank of New England - Hampshire County, National Association",2627
12633,0,Scottsdale,,AZ,Fidelity Bank,26270
12634,0,San Diego,https://www.hbc.bank,CA,Home Bank of California,26271
12635,0,Maineville,,OH,Cardinal State Bank,26272
12636,20185,Hilton Head Island,,SC,"Hilton Head Bank & Trust Company, National Association",26273
12637,20320,Miami,,FL,First National Bank of Miami,26274
12638,0,High Point,,NC,American Bank and Trust Company,26275
12639,0,Fairfax,,VA,Fairfax Bank & Trust Company,26276
12640,0,Edna,,KS,First State Bank,26277
12641,0,Martinez,,GA,Georgia Bank & Trust Company of Columbia County,26279
12642,1018,Springfield,,MA,Multibank National of Western Massachusetts,2628
12643,0,Tampa,,FL,Florida Bank,26280
12644,0,Sanford,,NC,First Carolina Bank & Trust Company,26281
12645,0,Upper Arlington,,OH,Century Savings Bank,26282
12646,0,Carrollton,,TX,"State Bank and Trust Company, Dallas",26283
12647,0,Dodgeville,,WI,M&I Bank of Dodgeville,26284
12648,0,Franklin,,OH,Miami Valley Bank of Southwest Ohio,26285
12649,20473,Whitehouse,,TX,City National Bank,26286
12650,18716,Cleburne,,TX,"Johnson County Bank, National Association",26287
12651,0,Crystal Beach,,TX,Gulf Shores Bank,26288
12652,0,Miami,,FL,Panamerican Bank,26289
12653,18584,Norcross,,GA,First Security National Bank,26290
12654,0,Columbus,,OH,City Loan Bank,26291
12655,0,Jacksonville,,AL,AmSouth Bank of Jacksonville,26292
12656,20447,Fraser,,CO,Colorado Community First National Bank,26293
12657,0,Torrance,,CA,Calwest Bank,26294
12658,0,Littleton,,CO,FirstBank of Littleton,26295
12659,0,Thornton,,CO,Vectra Bank of Thornton,26296
12660,20454,Winter Park,,FL,First National Bank of Central Florida,26297
12661,18710,Edmonds,,WA,Edmonds National Bank,26298
12662,20010,Miami,www.pnb.com,FL,Pacific National Bank,26299
12663,0,Burgin,,KY,"Citizens Bank & Trust Company, Burgin, Kentucky",263
12664,1279,Northboro,,MA,The Northborough National Bank,2630
12665,0,Oklahoma City,,OK,City Bank & Trust,26300
12666,20234,Lansing,,MI,"Comerica Bank-Lansing, National Association",26301
12667,18713,Glastonbury,,CT,Community National Bank,26302
12668,18676,Hartford,,CT,Fleet National Bank of Connecticut,26303
12669,0,San Juan,,,"Commercial Trust Company, Inc.",26304
12670,18677,Boston,,MA,"Fleet Bank of Massachusetts, National Association",26305
12671,0,Midvale,,UT,American General Financial Center,26306
12672,0,Atlanta,,GA,Premier Bank,26307
12673,0,Riverton,,WY,"Key Bank of Wyoming - 123 East Main, Riverton, Wyoming 82501",26308
12674,21000,Glenrock,,WY,National Bank of Glenrock,26309
12675,0,Mountain View,,CA,American General Financial Center Thrift Company,26310
12676,20210,Lindale,,TX,Lindale National Bank,26311
12677,715660,Santa Ana,www.firstamtrust.com,CA,"First American Trust, FSB",26312
12678,21003,El Dorado,,KS,"Intrust Bank, El Dorado, National Association",26313
12679,0,Orange,,CA,Franklin Bank of California,26314
12680,0,Westlake Village,,CA,Westlake Thrift and Loan Association,26315
12681,0,Houston,,TX,Lone Star Bank,26316
12682,0,Arlington,,TX,First Interstate Bank of Arlington,26317
12683,0,Virginia Beach,,VA,The Bank of Tidewater,26318
12684,18640,Fort Worth,,TX,"Park Central Bank, National Association",26319
12685,416,Taunton,,MA,The First-Machinists National Bank of Taunton,2632
12686,20697,Wilmington,,DE,"Barclays Bank of Delaware, National Association",26320
12687,0,Columbus,,OH,The Fifth Third Bank of Columbus,26321
12688,0,Columbus,,OH,Lyndon Guaranty Bank of Ohio,26322
12689,20214,Jacksonville,www.flcb.com,FL,"Florida Capital Bank, National Association",26323
12690,0,Watkinsville,,GA,Bank of Georgia,26324
12691,0,Agoura Hills,,CA,Pacific Crest Bank,26325
12692,20998,Onaga,,KS,First National Bank of Onaga,26326
12693,0,Pensacola,,FL,American Security Bank,26327
12694,20468,Jericho,,NY,"Chase Manhattan Bank USA, National Association",26328
12695,0,Johnston,,RI,Shawmut Bank of Rhode Island,26329
12696,0,Waterford,,CT,The Bank of Southeastern Connecticut,26330
12697,0,Elmwood Park,,NJ,Community Guardian Bank,26331
12698,23649,Wilmington,,DE,"First USA Bank, National Association",26332
12699,0,Rochester,www.grbbank.com,NY,Genesee Regional Bank,26333
12700,0,East Greenwich,,RI,Bay Loan and Investment Bank,26334
12701,0,Auburndale,www.village-bank.com,MA,The Village Bank,26336
12702,18647,Austin,,TX,"Norwest Bank Texas, Austin, National Association",26337
12703,18638,Dallas,,TX,"Texas Commerce Bank - Brookhollow, National Association",26338
12704,20152,Sioux Falls,,SD,"First City Bank - Sioux Falls, National Association",26339
12705,0,Eskridge,secure.flinthillsbank.com,KS,Flint Hills Bank,26340
12706,0,Linneus,,MO,United Missouri Bank of Linn County,26341
12707,23416,Atlanta,www.rbcbank.com,GA,"RBC Bank, (Georgia) National Association",26342
12708,0,Grand Bay,,AL,Mobile County Bank,26343
12709,0,Virginia Beach,,VA,Cenit Bank,26344
12710,0,St. Charles,,MO,BankCenter One/St. Charles,26345
12711,18696,San Luis Obispo,,CA,"Commerce Bank of San Luis Obispo, National Association",26346
12712,0,Santa Barbara,,CA,California Thrift and Loan,26347
12713,0,La Jolla,,CA,Imperial Capital Bank,26348
12714,0,Mobile,,AL,Dauphin Island Parkway Interim Bank,26349
12715,0,Columbus,,OH,Chase Bank of Ohio,26350
12716,21008,Houston,www.unitybanktexas.com,TX,Unity National Bank of Houston,26351
12717,0,Denver,,CO,Colorado Community First State Bank - Co,26352
12718,18657,Waller,,TX,"The Waller Bank, National Association",26353
12719,20062,Oklahoma City,,OK,"Bank of Oklahoma, National Association, South",26354
12720,0,Houston,,TX,Interstate Bank North,26355
12721,0,Glenn Heights,,TX,Tri-Cities Bank & Trust,26356
12722,0,San Antonio,,TX,Texas American Bank,26357
12723,0,Springfield,www.state.bank,MO,State Bank of Southwest Missouri,26358
12724,0,Birmingham,,AL,First Commercial Bank,26359
12725,0,Farmers Branch,,TX,Park West State Bank,26360
12726,0,Midwest City,,OK,Security Bank of Midwest City,26361
12727,0,Whittier,,CA,Whittier Thrift and Loan,26362
12728,0,Claremont,www.ccombank.com,CA,Community Commerce Bank,26363
12729,0,Wallingford,,CT,Colony Savings Bank,26364
12730,0,Wilmington,,DE,American Express Centurion Bank,26365
12731,0,Overland Park,,KS,Mercantile Bank,26366
12732,0,Hobbs,,NM,United New Mexico Bank at Lea County,26367
12733,20550,Hurricane,,WV,One Valley National Bank of Hurricane,26368
12734,0,Minneapolis,,MN,Fidelity Bank Northeast,26369
12735,0,Pittsfield,,MA,MultiBank West,2637
12736,21013,Roswell,,NM,First National Bank of Chaves County,26370
12737,20077,Corpus Christi,,TX,American National Bank - Corpus Christi,26371
12738,0,Pearland,,TX,Heritage Bank,26372
12739,20001,Kerrville,,TX,Citizens National Bank,26373
12740,0,Los Angeles,,CA,Century Thrift and Loan,26374
12741,20427,Liberty,,MO,"United Missouri Bank of Clay County, National Association",26375
12742,20068,Corbin,,KY,Tri-County National Bank,26376
12743,0,Wheat Ridge,,CO,Vectra Bank of Wheat Ridge,26377
12744,20493,Mccomb,www.pnb-ms.net,MS,Pike National Bank,26379
12745,1260,Pittsfield,,MA,"Bank of Boston-Berkshire, National Association",2638
12746,0,Palm Beach County,,FL,Equity Bank,26380
12747,20184,Bossier City,bonvenubank.com,LA,"Bonvenu Bank, National Association",26381
12748,22520,Atlanta,,GA,"SouthTrust Bank of Georgia, National Association",26382
12749,18701,Parker,,CO,Douglas County National Bank,26383
12750,18684,Phoenix,,AZ,"Johnson Bank Arizona, National Association",26384
12751,20263,Englewood,,CO,"United Bank of Arapahoe-East, National Association",26385
12752,0,Oxnard,,CA,Channel Islands Bank,26386
12753,20424,Greenville,,TX,American National Bank of Greenville,26387
12754,20841,Brookfield,,WI,Tri City National Bank of Brookfield,26388
12755,20002,League City,,TX,South Shore National Bank,26389
12756,0,Midland Park,,NJ,Atlantic Stewardship Bank,26390
12757,0,Darien,,CT,The Bank of Darien,26391
12758,0,Newark,http://www.db.com,DE,Deutsche Bank Trust Company Delaware,26392
12759,0,Pittsfield,www.pittsfield-coop.com,MA,The Pittsfield Co-operative Bank,26393
12760,0,Concord,,MA,The Co-operative Bank of Concord,26394
12761,0,Framingham,www.mutualone.com,MA,MutualOne Bank,26395
12762,0,Brockton,,MA,"The Community Bank, A Massachusetts Cooperative Bank",26396
12763,0,Greenfield,www.greenfieldcoopbank.com,MA,Greenfield Co-operative Bank,26397
12764,18613,Oakland Park,www.americannationalbank.com,FL,American National Bank,26398
12765,0,Nashville,,TN,Nashville Bank of Commerce,26399
12766,22928,Walton,,KY,Farmers National Bank,264
12767,779,Brockton,,MA,"Bank of New England-South, National Association",2640
12768,0,Monroe,,NC,Bank of Union,26400
12769,0,Ocala,,FL,Merchants & Southern Bank of Ocala,26401
12770,0,Tampa,,FL,Southtrust Bank of Tampa,26402
12771,0,Idaho Falls,www.bankofidaho.com,ID,Bank of Idaho,26403
12772,0,Denton,,TX,Texas Bank of Denton,26404
12773,0,Broomfield,,CO,Eagle Bank,26405
12774,20578,Mclean,,VA,Suburban Bank of Virginia National Association,26406
12775,0,Athens,,GA,Southern Heritage Savings Bank,26407
12776,0,Melbourne,,FL,Reliance Bank of Florida,26408
12777,0,Saratoga,,WY,"Key Bank of Wyoming - 302 North 1st, Saratoga, Wyoming 82331",26409
12778,736,Orleans,,MA,"Shawmut Bank of Cape Cod, National Association",2641
12779,0,Fort Collins,,CO,American Industrial Bank of Fort Collins,26410
12780,0,Haverhill,www.haverhillbank.com,MA,Haverhill Bank,26411
12781,20891,Port St. Lucie,,FL,First National Bank and Trust Company/St. Lucie County,26412
12782,0,Baltimore,,MD,The Chase Manhattan Bank of Maryland,26413
12783,20625,Brooksville,,FL,"Barnett Bank of the Suncoast, National Association",26414
12784,18711,Tukwila,,WA,National Bank of Tukwila,26415
12785,0,Canton,www.csbcanton.com,OK,Community State Bank of Canton,26416
12786,0,Brownwood,,TX,Texas Bank,26417
12787,0,Atascadero,,CA,Santa Lucia Bank,26418
12788,20003,Houston,,TX,"Security Bank, National Association",26419
12789,20220,Houston,,TX,American National Bank - Post Oak,26420
12790,20641,Plano,,TX,Gleneagles National Bank,26421
12791,18660,Garland,,TX,Security Bank National Association,26422
12792,20471,Houston,,TX,"Memorial Bank, National Association",26423
12793,0,La Grange,,TX,"Colorado Valley Bank,SSB",26424
12794,22982,South Boston,,VA,Community National Bank,26425
12795,18686,Escondido,,CA,Community National Bank,26426
12796,20500,Omaha,,NE,"Commerce Bank, National Association",26427
12797,0,Sebring,,FL,Highlands Independent Bank,26428
12798,0,Tampa,,FL,Commerce Bank of Tampa,26429
12799,0,Billings,,MT,The Yellowstone Bank,26430
12800,0,Southport,,CT,Fairfield First Bank & Trust Company,26431
12801,20509,Harris County,,TX,"Klein Bank - Cypresswood, National Association",26432
12802,20474,Travis County,,TX,"Greater Texas Bank Southwest, National Association",26433
12803,20182,San Antonio,,TX,Heights National Bank,26434
12804,20218,Sugar Land,,TX,"First Community Bank, National Association",26435
12805,18644,Dallas,,TX,Northern Trust Bank of Texas National Association,26436
12806,0,Aurora,,CO,OMNIBANK Iliff,26437
12807,0,Houston,,TX,Bank of Woodforest,26438
12808,0,Los Alamitos,,CA,Orange Coast Thrift and Loan Association,26439
12809,1194,Rockport,,MA,The Rockport National Bank,2644
12810,0,Huntington Beach,,CA,Huntington Pacific Thrift and Loan Association,26440
12811,0,Salt Lake City,,UT,U.S. Bank of Utah,26441
12812,20157,Miami,www.terrabank.com,FL,"Terrabank, National Association",26442
12813,20615,Stuart,,FL,"Sun Bank/Martin County, National Association",26443
12814,0,Everett,www.everettbank.com,MA,Everett Co-operative Bank,26444
12815,0,Shirley,,MA,Shirley Co-operative Bank,26445
12816,0,Sharon,,MA,Sharon Co-operative Bank,26446
12817,18668,Torrington,,CT,Summit National Bank,26447
12818,0,Mansfield,,MA,Mansfield Co-operative Bank,26448
12819,0,Malden,,MA,"BankMalden, A Co-operative Bank",26449
12820,726,Salem,,MA,"Shawmut Merchants Bank, N. A.",2645
12821,0,Canton,www.cantoncoopbank.com,MA,Canton Co-operative Bank,26450
12822,0,Leominster,www.fidelitybankonline.com,MA,Fidelity Co-operative Bank,26451
12823,0,Ipswich,,MA,Ipswich Co-operative Bank,26452
12824,0,Lynn,,MA,Equitable Co-operative Bank,26453
12825,0,Northampton,,MA,The Northampton Co-operative Bank,26454
12826,0,Southbridge,http://www.saversbank.com,MA,Savers Co-operative Bank,26455
12827,0,Hurst,,TX,Liberty Bank,26457
12828,18649,Tomball,,TX,Texas National Bank,26458
12829,0,San Ramon,,CA,The Bank of San Ramon Valley,26459
12830,1144,Shelburne Falls,,MA,"Old Colony Bank of Franklin County, National Association",2646
12831,0,Littleton,,CO,FirstBank,26460
12832,20258,Phoenix,,AZ,Community First National Bank,26461
12833,0,Grand Prairie,,TX,Prairie State Bank,26462
12834,20005,Houston,,TX,National Commerce Bank,26463
12835,20283,Phoenix,,AZ,First Commerce National Bank,26464
12836,20069,Olmito,,TX,Rancho Viejo National Bank,26465
12837,20651,San Antonio,,TX,"First RepublicBank Countryside, National Association",26466
12838,0,Lowell,,MA,Sage Bank,26467
12839,18719,San Juan,,,"Banco Nacional, National Association",26468
12840,0,Coral Gables,,FL,Imperial Bank,26469
12841,4771,Cambridge,,MA,"Shawmut County Bank, National Association",2647
12842,0,Smyrna,,GA,Smyrna Bank & Trust Company,26470
12843,0,Tampa,,FL,City First Bank,26471
12844,0,Bellevue,,NE,Teambank Nebraska,26472
12845,0,Chester,,TX,Bank of East Texas,26473
12846,0,Fort Worth,,TX,Fort Worth State Bank,26475
12847,0,Quincy,,MA,Shawmut Quincy Bank and Trust Company,26476
12848,0,Towson,,MD,Bank of Maryland,26477
12849,0,Amesbury,,MA,Amesbury Co-operative Bank,26478
12850,0,Portsmouth,,NH,First Signature Bank and Trust Company,26479
12851,0,Totowa,,NJ,Greater Community Bank,26480
12852,0,Falmouth,,MA,Falmouth Co-operative Bank,26481
12853,0,Holyoke,,MA,City Co-operative Bank,26482
12854,0,Needham,www.needhambank.com,MA,Needham Bank,26483
12855,0,Peabody,www.northshore-bank.com,MA,"North Shore Bank, a Co-operative Bank",26484
12856,0,Newton,,MA,Newton South Co-operative Bank,26485
12857,717967,West Springfield,,MA,United Bank,26486
12858,0,Walpole,www.walpolecoop.com,MA,Walpole Co-operative Bank,26487
12859,0,La Mesa,,CA,First California Bank,26488
12860,0,Walker,,MI,Chemical Bank West,26489
12861,18634,Davis,,OK,Heritage National Bank,26490
12862,21109,Ruidoso,,NM,First National Bank of Ruidoso,26491
12863,20507,Gun Barrel City,,TX,First National Bank of Gun Barrel City,26492
12864,0,San Juan Capistrano,,CA,Assured Thrift and Loan Association,26493
12865,0,Lorena,,TX,Lorena State Bank,26494
12866,0,Los Angeles,,CA,City Thrift and Loan Association,26495
12867,0,Colorado Springs,,CO,First Community Industrial Bank,26496
12868,18724,Fall River,,MA,"Bank of New England - Old Colony, National Association",26497
12869,0,Waterbury,,CT,American Bank of Connecticut,26498
12870,24219,Baxter,www.anbmn.com,MN,American National Bank of Minnesota,26499
12871,0,Calhoun,,KY,Citizens Deposit Bank,265
12872,0,Portsmouth,,VA,Community Trust Bank,26500
12873,0,Murfreesboro,,TN,First City Bank,26501
12874,20866,Omaha,,NE,"Deposit Guaranty Omaha, National Association",26502
12875,23837,Gainesville,,GA,"Century South Bank of Northeast Georgia, National Association",26503
12876,18723,Nashville,,TN,"First American Trust Company, National Association",26504
12877,0,Edina,,MN,Citicorp Savings Company,26505
12878,0,Salt Lake City,,UT,The Lockhart Co.,26506
12879,18695,Cerritos,,CA,"First Central Bank, National Association",26507
12880,0,New York,,NY,BPD Bank,26508
12881,0,Baldwinville,,MA,Baldwinville Co-operative Bank,26509
12882,0,Marlborough,,MA,Marlborough Co-operative Bank,26510
12883,0,Melrose,,MA,Melrose Bank,26511
12884,0,Methuen,WWW.METHUENCOOP.COM,MA,Methuen Co-operative Bank,26512
12885,0,Stoughton,www.stoughtoncoop.bank,MA,Stoughton Co-operative Bank,26513
12886,0,Salem,,MA,Heritage Co-operative Bank,26514
12887,0,Concord,,MA,The Co-operative Bank of Concord,26515
12888,0,Wakefield,www.wakefieldcoop.com,MA,Wakefield Co-operative Bank,26516
12889,0,Yarmouth Port,www.mycapecodbank.com,MA,Cape Cod Co-operative Bank,26517
12890,0,Lake Ozark,,MO,The Central Lake State Bank,26518
12891,0,Frost,froststatebank.com,MN,Frost State Bank,26519
12892,308,Springfield,,MA,"Bank of New England - West, National Association",2652
12893,0,Cassville,SBSWMO.COM,MO,Security Bank of Southwest Missouri,26520
12894,0,White City,,KS,The Bank of White City,26521
12895,0,Oberlin,www.thebankks.com,KS,The Bank,26522
12896,0,Oxford,www.bankhometown.com,MA,Bankhometown,26523
12897,0,Clarksdale,,MO,United Missouri Bank of Clarksdale,26524
12898,0,Denver,,CO,FirstBank of Breckenridge,26525
12899,0,Evansville,,IN,"American General Financial Center, Inc.",26526
12900,0,South Bend,,IN,"American General Financial Center, Incorporated",26527
12901,18656,Houston,,TX,"Houston Independent Bank, National Association",26528
12902,20063,Midwest City,,OK,"Liberty Bank of Midwest City, National Association",26529
12903,0,Fairbanks,www.denalistatebank.com,AK,Denali State Bank,26530
12904,21828,Westminster,,CO,"United Bank of Westminster, National Association",26531
12905,0,Buchanan Dam,,TX,Lake Buchanan State Bank,26532
12906,0,Beachwood,,OH,Commerce Exchange Bank,26533
12907,0,Salt Lake City,,UT,Citibank (Utah),26534
12908,24778,Atlanta,,GA,"Silverton Bank, National Association",26535
12909,0,Gloucester,https://bankgloucester.com,MA,BankGloucester,26536
12910,0,Brookline,,MA,Brookline Co-operative Bank,26537
12911,20613,Ocala,,FL,Ocala National Bank,26538
12912,0,Kolonia,,,Bank of the Federated States of Micronesia,26539
12913,0,Plano,,TX,Commerce Bank of Plano,26540
12914,20416,Fort Worth,,TX,Citizens National Bank,26541
12915,20415,De Soto,www.bankdesoto.com,TX,"Bank of DeSoto, National Association",26542
12916,20078,Wichita Falls,https://www.fnbtx.com,TX,First National Bank,26543
12917,0,Garden Ridge,,TX,Garden Ridge State Bank,26544
12918,20472,Windthorst,,TX,Windthorst National Bank,26545
12919,0,Friendswood,,TX,First American Bank and Trust of Friendswood,26546
12920,0,San Antonio,,TX,First American Bank,26547
12921,0,Chelsea,,MA,Chelsea Bank,26548
12922,0,Abington,,MA,Abington Bank,26549
12923,0,Bridgewater,,MA,Bridgewater Co-operative Bank,26550
12924,0,Fall River,,MA,"Bank of Fall River, a Co-operative Bank",26551
12925,0,South Boston,,MA,Mt. Washington Co-operative Bank,26552
12926,0,Middleboro,,MA,Mayflower Co-operative Bank,26553
12927,0,North Easton,www.bankofeaston.com,MA,Bank of Easton,26554
12928,0,Norwood,https://www.onelocalbank.com/,MA,OneLocal Bank,26555
12929,0,Gardner,,MA,Colonial Co-operative Bank,26556
12930,0,Brookline,,MA,Coolidge Corner Co-operative Bank,26557
12931,0,Chicopee,,MA,Chicopee Co-operative Bank,26558
12932,0,Stoneham,stonehambank.com,MA,"StonehamBank,  A Co-operative Bank",26559
12933,1274,Vineyard Haven,,MA,Martha's Vineyard National Bank,2656
12934,0,Tampa,,FL,Manufacturers Bank of Florida,26560
12935,0,Wilmington,,NC,First Hanover Bank,26561
12936,0,Gulf Breeze,,FL,Barnett Bank of Santa Rosa County,26562
12937,0,Englewood,,FL,Peninsula Bank,26563
12938,0,Vidalia,www.deltabk.com,LA,Delta Bank,26564
12939,0,Metairie,,LA,First Industrial Bank & Trust Company,26565
12940,21177,Tampa,,FL,"Chase Manhattan Private Bank, National Association",26566
12941,0,Cambridge,WWW.ASKNCCB.COM,MA,North Cambridge Co-operative Bank,26567
12942,0,Adams,,MA,Adams Co-operative Bank,26568
12943,0,Boston,,MA,Massachusetts Co-operative Bank,26569
12944,0,Braintree,,MA,The Braintree Co-operative Bank,26570
12945,0,Everett,,MA,Glendale Co-operative Bank,26571
12946,0,Medford,,MA,Medford Co-operative Bank,26572
12947,0,Randolph,,MA,Randolph Co-operative Bank,26573
12948,0,Saugus,,MA,"Saugusbank, a Co-operative bank",26574
12949,0,Weymouth,,MA,Coastal Heritage Bank,26575
12950,0,Wrentham,www.wrenthamcoop.com,MA,Wrentham Co-operative Bank,26576
12951,20421,Grand Prairie,,TX,Riverside National Bank,26578
12952,20506,Austin,,TX,Austin National Bank,26579
12953,20650,Madisonville,,TX,The National Bank of Madisonville,26580
12954,18546,Plano,,TX,First Western National Bank of Plano,26581
12955,20431,San Antonio,,TX,Security National Bank East,26582
12956,0,Merrimac,,MA,Economy Co-operative Bank,26583
12957,0,Newburyport,,MA,Newburyport Co-operative Bank,26584
12958,0,Quincy,,MA,Granite Co-operative Bank,26585
12959,0,Winston Salem,,NC,Salem Trust Bank,26586
12960,0,Largo,,FL,Premier Community Bank of Florida,26587
12961,0,Darlington,http://www.dcbsc.com,SC,Dedicated Community Bank,26588
12962,0,Gorman,,TX,Citizens State Bank,26589
12963,1022,Northbridge,,MA,"Bank of Boston-Worcester, National Association",2659
12964,0,Abington,,MA,Abington Bank,26590
12965,0,Weymouth,www.coastalheritagebank.com,MA,Coastal Heritage Bank,26591
12966,0,San Juan,,,The Bank and Trust of Puerto Rico,26592
12967,0,Boston,,MA,Commonwealth Co-operative Bank,26593
12968,0,Ware,,MA,FamilyFirst Bank,26594
12969,0,Hull,,MA,Hull Co-operative Bank,26597
12970,0,Taunton,,MA,"Bank of Taunton, A Co-operative Bank",26598
12971,0,Sandwich,,MA,The Sandwich Co-operative Bank,26599
12972,0,Cynthiana,,KY,Farmers Deposit Bank,266
12973,0,Holbrook,,MA,Holbrook Co-operative Bank,26600
12974,0,Beverly,,MA,Beverly Bank,26601
12975,0,Medway,www.charlesriverbank.com,MA,Charles River Bank,26602
12976,0,Vineyard Haven,,MA,The Martha's Vineyard Co-operative Bank of Tisbury,26603
12977,0,Port Clinton,,OH,Society Bank of Northwest Ohio,26604
12978,0,Wellesley,,MA,Wellesley Bank,26605
12979,0,Little River,,SC,1st Atlantic Bank,26606
12980,0,Mobile,,AL,BankTrust,26607
12981,20238,Dallas,,TX,Search National Bank,26608
12982,20931,Houston,,TX,City National Bank,26609
12983,1440,Wareham,,MA,The National Bank of Wareham,2661
12984,0,Los Angeles,www.bankofhope.com,CA,Bank of Hope,26610
12985,0,Troy,,TX,Bank of Troy,26611
12986,18630,Naples,,FL,Citizens National Bank of Naples,26612
12987,0,Saint Louis,,MO,First Exchange Bank of St. Louis,26613
12988,0,Memphis,,TX,Memphis State Bank,26614
12989,0,Rosemead,,CA,Golden Security Bank,26615
12990,0,Avon,,MA,Avon Co-operative Bank,26617
12991,0,Easthampton,,MA,"Bank of Easthampton, A Co-operative Bank",26618
12992,0,Lowell,,MA,Butler Bank,26619
