charter_id,assets,deposits,year,month
2099,6046199480,344023921,2024,9
2112,98125234,11091879,2024,9
2115,122994279,30727433,2024,9
2127,6302601,5057756,2024,9
2131,821490892,139238879,2024,9
2141,140020823,6393689,2024,9
2155,68296665,39408007,2024,9
2157,748964139,49260985,2024,9
2158,6390180,3667756,2024,9
2168,29489525,13031417,2024,9
2182,247021220,27181803,2024,9
2187,415316545,39598239,2024,9
2191,1695461842,222097424,2024,9
2208,5896635,334160,2024,9
2209,140808528,20858867,2024,9
2226,549013664,66474836,2024,9
2227,136308108,26642598,2024,9
2237,44231659,4439894,2024,9
2246,5712434,3046159,2024,9
2252,114678042,814549,2024,9
2260,19996999,2998262,2024,9
2263,39674380,8152281,2024,9
2275,7066182,1262587,2024,9
2280,19165466,9433447,2024,9
2285,2403360527,192595665,2024,9
2299,39711278,1564328,2024,9
2301,93279967,35981328,2024,9
2322,200918208,17974068,2024,9
2346,51717588,17816494,2024,9
2348,5334174,3987505,2024,9
2357,928613683,88055443,2024,9
2370,9470854,642948,2024,9
2374,24272146,4613630,2024,9
2384,127794898,28609943,2024,9
2394,18465219,282480,2024,9
2403,104101095,14663868,2024,9
2405,71353076,5190726,2024,9
2414,3908803,939110,2024,9
2440,488357839,24485377,2024,9
2441,1379783698,105511610,2024,9
2442,27747643,13686121,2024,9
2446,18957641,7867115,2024,9
2454,39096235,17570007,2024,9
2460,11232605,3810105,2024,9
2467,5068462,3317279,2024,9
2493,21458974,4197292,2024,9
2495,4734934,4072361,2024,9
2498,9279500,4859508,2024,9
2505,19372172,14166074,2024,9
2507,32897080,11212364,2024,9
2508,88928271,54164481,2024,9
2535,393549480,37707000,2024,9
2540,2353852826,226074222,2024,9
2551,9288570758,3078910513,2024,9
2554,32502532,8150555,2024,9
2562,131435140,23250022,2024,9
2574,81151585,5004657,2024,9
2577,51918681,16645100,2024,9
2583,3608133,118148,2024,9
2585,244937136,14228593,2024,9
2612,5199353,752477,2024,9
2617,7648061,6698639,2024,9
2625,81537990,24678577,2024,9
2641,3768886,2336857,2024,9
2643,65707697,28742720,2024,9
2644,252876083,60433500,2024,9
2645,325435956,55331237,2024,9
2657,51043360,16535227,2024,9
2658,1063820676,57324580,2024,9
2682,11683025,7085876,2024,9
2705,42978500,19279368,2024,9
2709,97892364,31296319,2024,9
2711,14761027,882182,2024,9
2713,97874302,9614092,2024,9
2730,371308042,16322255,2024,9
2740,253047736,15398078,2024,9
2742,259621411,36399817,2024,9
2744,203764220,6415130,2024,9
2760,4596442069,176034876,2024,9
2769,558521707,66183983,2024,9
2782,16579245,13720717,2024,9
2791,12302887,5200258,2024,9
2792,55455464,3385910,2024,9
2794,6215931,495767,2024,9
2796,7347705,3424455,2024,9
2800,9607861,7804943,2024,9
2806,1042435,726385,2024,9
2815,107344266,8882410,2024,9
2818,42228299,11999298,2024,9
2819,59444850,31420098,2024,9
2834,25896221,8478052,2024,9
2840,221454284,56113534,2024,9
2843,23064069,15191269,2024,9
2847,333110269,53322626,2024,9
2874,190787551,28799202,2024,9
2876,590210315,54644458,2024,9
2881,205765557,33211905,2024,9
2892,1584316,1071441,2024,9
2918,86823268,9776664,2024,9
2932,1812074,235282,2024,9
2935,22172217,1635088,2024,9
2953,35362171,30722467,2024,9
2959,98945802,16432546,2024,9
3006,1549718,375699,2024,9
3012,35877088,23600723,2024,9
3025,3759853763,278336357,2024,9
3029,12718933,3831275,2024,9
3050,24353271,3968255,2024,9
3056,10751352,7697046,2024,9
3061,95507789,3839887,2024,9
3064,59077502,3712537,2024,9
3080,38865664,17201435,2024,9
3085,28764272,4292744,2024,9
3110,907411,188275,2024,9
3120,6670635,165423,2024,9
3126,43384451,3464326,2024,9
3130,1107324184,69189120,2024,9
3140,298989710,26977986,2024,9
3182,10997776,3881433,2024,9
3202,44940078,916324,2024,9
3212,230437040,9697453,2024,9
3218,133267950,3775625,2024,9
3226,3222682,720029,2024,9
3237,7923036,1846398,2024,9
3251,1302141,1083921,2024,9
3256,2866615,1838351,2024,9
3264,638985915,393760803,2024,9
3278,19028343,8617583,2024,9
3285,34889847,5872148,2024,9
3291,442379229,29825914,2024,9
3306,163744098,26931707,2024,9
3313,7531073,2595843,2024,9
3316,50500224,9927224,2024,9
3323,125992241,9538296,2024,9
3337,11892203,1519959,2024,9
3356,1917755,553554,2024,9
3360,195795833,23692051,2024,9
3388,66775604,14338394,2024,9
3391,105737284,26705993,2024,9
3412,78204979,40658418,2024,9
3413,1580380430,210399499,2024,9
3420,2034874,314481,2024,9
3438,46745113,3571332,2024,9
3439,513634837,59021371,2024,9
3447,14540165,9244691,2024,9
3454,2125627402,151679370,2024,9
3458,247159713,31770856,2024,9
3462,7794732,2222176,2024,9
3475,24082636,15237334,2024,9
3476,46401156,4222580,2024,9
3487,88679884,44870637,2024,9
3526,177440614,17855251,2024,9
3536,10057624,2546611,2024,9
3541,90541883,13265061,2024,9
3544,13708646,9948567,2024,9
3551,78723744,20717303,2024,9
3558,6573768,2555102,2024,9
3571,232192306,13654906,2024,9
3574,156074039,30784960,2024,9
3575,3738026,2293083,2024,9
3576,217341075,20100214,2024,9
3601,791760041,63694810,2024,9
3602,1055512,244737,2024,9
3631,100690668,28878947,2024,9
3633,315003076,60580764,2024,9
3653,6396794,4186313,2024,9
3655,212801148,6669447,2024,9
3683,12787651,2617862,2024,9
3685,14039338,996799,2024,9
3710,49583129,4544885,2024,9
3711,169113730,20504720,2024,9
3720,52464165,17587028,2024,9
3736,9158653,3546428,2024,9
3738,300327316,14963758,2024,9
3741,40556321,3483455,2024,9
3746,25670395,17184680,2024,9
3748,42297267,14241107,2024,9
3755,60117608,8653148,2024,9
3757,84424206,36307427,2024,9
3759,94549464,36762551,2024,9
3764,95650918,10881094,2024,9
3775,54793085,7653059,2024,9
3787,1293545,212393,2024,9
3790,3630881,534134,2024,9
3796,110925091,39053398,2024,9
3800,146607701,24626803,2024,9
3810,28196680,21796811,2024,9
3819,67213668,29064686,2024,9
3828,58915510,7282909,2024,9
3830,705519613,66943235,2024,9
3841,227464132,19819612,2024,9
3850,905856343,67552832,2024,9
3853,173499769,19952840,2024,9
3868,363673,19756,2024,9
3869,1955051,874873,2024,9
3907,211907023,9620434,2024,9
3938,69474969,12487783,2024,9
3943,437580913,62510250,2024,9
3945,341451063,25281812,2024,9
3946,52778427,22386761,2024,9
3947,51961909,1635768,2024,9
3951,449624416,16412626,2024,9
3963,75118408,40787530,2024,9
3972,252787210,7889776,2024,9
4015,759249582,19111795,2024,9
4020,28521337,6489797,2024,9
4022,55630060,12322279,2024,9
4024,227478074,30918390,2024,9
4025,2188990,453646,2024,9
4037,47669843,3257124,2024,9
4038,199432855,37053830,2024,9
4043,267627283,25462593,2024,9
4060,306950391,16939314,2024,9
4078,3699752,1539712,2024,9
4088,17364841,1144697,2024,9
4090,6035896,2170873,2024,9
4095,22735292,13088906,2024,9
4098,34326088,5379403,2024,9
4116,63723577,5067226,2024,9
4118,223062041,23741542,2024,9
4120,34132958,11465106,2024,9
4122,248014997,18415621,2024,9
4127,33612027,21081842,2024,9
4135,249937212,23229347,2024,9
4142,6748872512,248959831,2024,9
4148,51312787,26273125,2024,9
4152,29203019,18735458,2024,9
4158,11076111,7695672,2024,9
4163,26769557,10568137,2024,9
4164,331736772,35172609,2024,9
4170,1105537,839743,2024,9
4175,9031570,876571,2024,9
4176,7978429,1088481,2024,9
4192,3814022,1066989,2024,9
4202,186631321,30405666,2024,9
4227,38225527,3478423,2024,9
4233,21720613,1572794,2024,9
4240,125857320,11677431,2024,9
4246,226705,114283,2024,9
4261,262502660,7313080,2024,9
4271,207018495,27561059,2024,9
4281,1075476306,51448469,2024,9
4291,325566226,35657855,2024,9
4292,8358448,3059034,2024,9
4365,2331429590,80843940,2024,9
4366,6851843,1913323,2024,9
4369,30350281,4830076,2024,9
4374,81802783,4271230,2024,9
4393,4352498,2786004,2024,9
4395,95140265,3965090,2024,9
4400,166387279,38094371,2024,9
4401,148845359,24275115,2024,9
4416,235016,128850,2024,9
4427,35617673,18744583,2024,9
4441,10092143,5706639,2024,9
4461,37646288,9181615,2024,9
4472,26741399,13851839,2024,9
4480,200977409,11006162,2024,9
4487,3400377,1204269,2024,9
4488,4367362,1390325,2024,9
4509,10341268,4310182,2024,9
4524,49160696,21479073,2024,9
4531,7388289,757423,2024,9
4580,1352881336,100630650,2024,9
4584,2513450564,114915043,2024,9
4611,5334715,670152,2024,9
4616,256660665,64206578,2024,9
4633,176494470,5480180,2024,9
4684,99002308,15264991,2024,9
4708,60088606,11340438,2024,9
4714,232431411,44391764,2024,9
4726,102341042,4656763,2024,9
4731,129599034,40479790,2024,9
4735,13309612562,226163296,2024,9
4746,351474144,18514213,2024,9
4756,10985321,1434793,2024,9
4787,23229324,1662863,2024,9
4792,297030087,16415470,2024,9
4794,97938327,59967947,2024,9
4799,12791697,3253904,2024,9
4805,39779172,28626740,2024,9
4809,18370604,1994688,2024,9
4828,32583634,1168769,2024,9
4845,43507546,8857468,2024,9
4853,183572496,9759076,2024,9
4871,1094401,622980,2024,9
4878,301302655,23367175,2024,9
4884,62284124,29523608,2024,9
4894,15356827,1014452,2024,9
4906,4564327,2948193,2024,9
4915,378715996,15549848,2024,9
4936,40383798,7023985,2024,9
4951,68188241,21913862,2024,9
4960,249031019,67160699,2024,9
4963,133071400,5604468,2024,9
4966,93409402,6467295,2024,9
4968,693256986,22436480,2024,9
4969,88391963,47904307,2024,9
4982,43626092,27412851,2024,9
5028,30161168,27905229,2024,9
5029,1466511223,152236019,2024,9
5045,9798481,6538204,2024,9
5062,7228614,1433075,2024,9
5063,68935180,802182,2024,9
5086,457063553,91765996,2024,9
5116,39488783,24963928,2024,9
5123,22257335,11595498,2024,9
5127,650702,515223,2024,9
5134,565724024,33950264,2024,9
5144,31133352,8646460,2024,9
5163,2849101,930342,2024,9
5168,291074850,6256626,2024,9
5170,38428707,22358129,2024,9
5227,130406,130406,2024,9
5234,797719141,71502231,2024,9
5241,58194570,13720249,2024,9
5252,55737776,3201319,2024,9
5256,40530911,15671562,2024,9
5257,129156320,21193903,2024,9
5272,11134888,6550359,2024,9
5286,59052203,15175998,2024,9
5291,47758255,5929330,2024,9
5318,96809318,3270146,2024,9
5321,2184263,156446,2024,9
5325,11704033,2635519,2024,9
5337,25270566,3258961,2024,9
5345,6611786,4351704,2024,9
5359,29218608,17161873,2024,9
5366,71683409,29766873,2024,9
5370,345563764,31220328,2024,9
5373,76525811,42098525,2024,9
5380,542718611,36065898,2024,9
5387,110070453,17662112,2024,9
5419,99710653,3320024,2024,9
5422,110954106,21658569,2024,9
5431,344151301,42156859,2024,9
5439,39972506,2933493,2024,9
5465,82240965,50509565,2024,9
5484,72255223,5271651,2024,9
5487,176922191,16903413,2024,9
5495,294120127,7611464,2024,9
5500,4810199243,908821806,2024,9
5510,38164337,14110532,2024,9
5524,2727519,1124536,2024,9
5530,90786658,5556846,2024,9
5531,12383977,5176523,2024,9
5536,180806457305,4516396314,2024,9
5539,7307821,697371,2024,9
5546,89366082,9520597,2024,9
5547,502370385,119098793,2024,9
5549,127686009,25155229,2024,9
5554,76576830,9680758,2024,9
5561,4126168226,358514450,2024,9
5569,45811661,8087261,2024,9
5571,411965319,22913292,2024,9
5579,265422047,21223937,2024,9
5582,6430617636,475060184,2024,9
5588,9570630332,380230397,2024,9
5589,7305095,3390839,2024,9
5602,390146796,45473472,2024,9
5604,108109869,19713411,2024,9
5612,932263445,111276168,2024,9
5621,4841386801,588554554,2024,9
5636,406849680,108196118,2024,9
5641,50622854,7298598,2024,9
5648,1280109508,56925241,2024,9
5652,424135738,56700519,2024,9
5655,192877,82573,2024,9
5660,138935107,98374807,2024,9
5665,119966041,16922069,2024,9
5684,53583550,32164142,2024,9
5686,14177903,3578156,2024,9
5713,14427770,5460317,2024,9
5718,350562780,53936780,2024,9
5721,111048632,28974127,2024,9
5736,46898153,5363412,2024,9
5741,34569035,15404506,2024,9
5748,130800140,18373438,2024,9
5754,2481213390,133483380,2024,9
5773,40531272,4657674,2024,9
5780,10149510,7913491,2024,9
5781,4897387,2271992,2024,9
5785,44556108,1717494,2024,9
5797,4064319542,260783903,2024,9
5811,26471224,13581039,2024,9
5816,117571314,15551384,2024,9
5822,12362974,3472755,2024,9
5839,2931259,490749,2024,9
5845,28819305,7045864,2024,9
5851,4157684207,212193769,2024,9
5852,430827816,27338189,2024,9
5856,310290618,32072146,2024,9
5866,228216713,12157694,2024,9
5867,47408290,9988875,2024,9
5885,65402981,39118092,2024,9
5892,230932501,35651777,2024,9
5913,11460496338,308999033,2024,9
5922,26593227,18409754,2024,9
5924,927669093,94590107,2024,9
5928,143657284,18661079,2024,9
5930,10127843,1151513,2024,9
5935,17924859,4056591,2024,9
5960,1921432,133517,2024,9
5970,12658689,6030436,2024,9
5974,238734879,26926923,2024,9
5982,95307246,13289130,2024,9
5987,6864313,3344019,2024,9
6008,16232013,9339059,2024,9
6011,1019323157,49233573,2024,9
6012,55358343,8748743,2024,9
6032,338350695,50967052,2024,9
6039,56647889,18819055,2024,9
6048,7732961,1794006,2024,9
6053,465863531,75975422,2024,9
6062,203423962,31449109,2024,9
6070,20273111,5694467,2024,9
6072,97302944,11630639,2024,9
6079,60489645,10097286,2024,9
6084,81011696,47411706,2024,9
6088,7012236,1682800,2024,9
6095,117072138,7654938,2024,9
6102,95335984,12098790,2024,9
6112,5975458,697541,2024,9
6116,43781654,7305473,2024,9
6134,11028421,4595812,2024,9
6144,6587260,1436413,2024,9
6150,13755497,1501460,2024,9
6160,815393949,20274875,2024,9
6175,40442032,22773462,2024,9
6178,2482595182,229361735,2024,9
6179,32261614,1711138,2024,9
6184,3455441,2482858,2024,9
6187,118224553,13052771,2024,9
6196,13251433,6065161,2024,9
6208,40805301,28976035,2024,9
6214,54580346,25440871,2024,9
6225,35050669,1552658,2024,9
6233,352763872,52698514,2024,9
6237,12603981,1026074,2024,9
6240,3248130,2178452,2024,9
6248,1002845545,118669354,2024,9
6269,188331214,36339649,2024,9
6275,583174175,74427825,2024,9
6277,7450947,4781665,2024,9
6288,4127673172,330373686,2024,9
6304,10686733,3905926,2024,9
6311,5152896,1476601,2024,9
6317,29676717,8927165,2024,9
6318,3464144,933305,2024,9
6326,36317385,29718603,2024,9
6328,5499781230,927752197,2024,9
6332,208109380,15025996,2024,9
6339,55061807,33373955,2024,9
6353,85687541,52532355,2024,9
6368,18617958,10511109,2024,9
6369,182112613,19187395,2024,9
6370,44133891,6581642,2024,9
6418,10246727,5541752,2024,9
6424,55070917,31008780,2024,9
6434,106192442,19898699,2024,9
6443,4403985,2741437,2024,9
6464,341113853,64985729,2024,9
6466,23749861,5251291,2024,9
6472,9346618,4681976,2024,9
6498,28373511,9834249,2024,9
6506,71849,50326,2024,9
6527,36366273,13948214,2024,9
6574,842377347,72026085,2024,9
6584,42545029,18603280,2024,9
6613,134412377,14950939,2024,9
6626,66158413,4922588,2024,9
6627,131281731,51051175,2024,9
6628,39556140,4293538,2024,9
6636,25189554,5075353,2024,9
6638,23040699,10730603,2024,9
6652,99235055,10628804,2024,9
6665,624645070,24387682,2024,9
6667,1191504,729702,2024,9
6670,86155563,16704367,2024,9
6672,595342,299231,2024,9
6674,34470995,10027042,2024,9
6679,143373113,14930613,2024,9
6680,431964751,42123906,2024,9
6681,2028747731,218333809,2024,9
6685,371995580,90097780,2024,9
6687,11262361,2406769,2024,9
6689,14419838,10052392,2024,9
6690,18987404,1161089,2024,9
6694,8039711199,491815014,2024,9
6700,11662708,963596,2024,9
6711,62299268,13627335,2024,9
6722,127502388,23403012,2024,9
6723,36431432,4032770,2024,9
6725,15823804,4836230,2024,9
6726,20261287,5745107,2024,9
6733,38957157,12147438,2024,9
6739,20660696,10868805,2024,9
6743,615165747,119340592,2024,9
6747,67757077,5095191,2024,9
6772,11477892,1762599,2024,9
6774,371224265,32189150,2024,9
6775,2146504594,51415781,2024,9
6778,919515607,177820423,2024,9
6785,107509697,79567974,2024,9
6832,235224581,30962289,2024,9
6844,87387415,7167556,2024,9
6853,322966329,35093263,2024,9
6859,32662985,6714767,2024,9
6870,175409585,68921587,2024,9
6871,40395430,4505420,2024,9
6878,75986925,9418213,2024,9
6885,898289645,16132651,2024,9
6898,19724141,6496971,2024,9
6918,271813675,40385094,2024,9
6920,43705410,13403460,2024,9
6930,18632809,5607172,2024,9
6936,135906959,93529501,2024,9
6944,8455415,5863048,2024,9
6949,15639257,3817904,2024,9
6974,45016776,11880317,2024,9
6986,164800643,6256141,2024,9
6992,16255850,5486773,2024,9
7000,2350513383,184532696,2024,9
7002,88976169,40174125,2024,9
7020,41276085,13955996,2024,9
7021,11350186,4152438,2024,9
7023,19807517,2917003,2024,9
7024,5839140,1492392,2024,9
7027,13109857,1943188,2024,9
7039,25291614,4005410,2024,9
7045,1781060,1088994,2024,9
7063,321474749,60944358,2024,9
7064,657262013,33564742,2024,9
7066,39765700,16874054,2024,9
7067,41568249,13733121,2024,9
7069,10631609,2809782,2024,9
7072,22066027,5176149,2024,9
7088,32968334,11205471,2024,9
7091,584105296,179467370,2024,9
7101,138904146,6366245,2024,9
7118,15648789,5501789,2024,9
7126,452358,189452,2024,9
7129,159917322,34905402,2024,9
7149,41970566,7578525,2024,9
7151,187779600,20762022,2024,9
7154,27612640,8308851,2024,9
7172,1290249,1233819,2024,9
7182,54844885,17613159,2024,9
7184,122031334,24746562,2024,9
7210,8787291,3185899,2024,9
7217,1423681902,193508686,2024,9
7219,239657051,92761855,2024,9
7238,1706878783,176920018,2024,9
7244,130280550,7010506,2024,9
7253,4671687,2201736,2024,9
7256,128964,96461,2024,9
7264,109677197,2277978,2024,9
7289,37846461,24775101,2024,9
7297,120598756,8470244,2024,9
7301,615140,230862,2024,9
7307,29756172,21978996,2024,9
7316,1266826533,95277752,2024,9
7331,28304239,11921110,2024,9
7345,699475328,12445375,2024,9
7346,1019513746,139118971,2024,9
7361,2091517731,68345787,2024,9
7376,16594726,6268087,2024,9
7383,16263503,5240673,2024,9
7392,19826801,5626426,2024,9
7397,4385619742,378043753,2024,9
7405,24398801,6337183,2024,9
7415,120804053,26980388,2024,9
7423,31826899,4143073,2024,9
7428,122116687,17126952,2024,9
7448,1000428625,109803893,2024,9
7465,187632756,27993451,2024,9
7471,35686338,16605211,2024,9
7473,6534304,1743839,2024,9
7482,26491369,3112872,2024,9
7504,8479181,5408413,2024,9
7509,74647929,36688640,2024,9
7520,46301684,15073750,2024,9
7524,328047993,156491164,2024,9
7531,2338384060,411613737,2024,9
7532,46266431,13023413,2024,9
