,CHARTER,CITY,WEBADDR,STNAME,NAME,ID
407,23947,Hyannis,,Massachusetts,"Cape Cod Bank and Trust, National Association",10538
408,0,Springfield,,Massachusetts,Shawmut First Bank and Trust Company,10540
409,0,Springfield,,Massachusetts,BayBank Valley Trust Company,10541
410,0,Taunton,,Massachusetts,Bristol County Trust Company,10543
411,21757,Newton,,Massachusetts,"University Bank, National Association",10544
412,0,Caro,,Michigan,"The Peoples State Bank of Caro, Michigan",10547
413,15508,L'Anse,,Michigan,Commercial National Bank of L'Anse,10548
414,0,Camdenton,,Missouri,Camden County Bank,1055
415,0,Bad Axe,,Michigan,First of America Bank - Thumb Area,10550
416,0,Carson City,,Michigan,The State Bank of Carson City,10551
417,0,Merrill,,Michigan,The Farmers and Merchants State Bank of Merrill,10553
418,0,St. Johns,,Michigan,Old Kent Bank of St. Johns,10554
419,0,South Range,,Michigan,North Country Bank,10556
420,0,Zeeland,,Michigan,FMB-First Michigan Bank,10558
421,0,Clearbrook,,Minnesota,First State Bank of Clearbrook,10559
422,0,Glasgow,,Missouri,Glasgow Savings Bank,1056
423,0,Hartland,www.arcadian.bank,Minnesota,Arcadian Bank,10561
424,0,Hector,,Minnesota,Rural American Bank - Hector/Fairfax,10562
425,0,Jasper,,Minnesota,Jasper State Bank,10563
426,0,Lakefield,,Minnesota,First State Bank of Lakefield,10564
427,0,London,,Minnesota,London State Bank,10565
428,0,Madelia,,Minnesota,"Farmers State Bank of Madelia, Incorporated",10566
429,0,New London,www.umbnl.com,Minnesota,United Minnesota Bank,10567
430,717428,Ogema,,Minnesota,"Community Development Bank, FSB",10568
431,20588,White Bear Lake,,Minnesota,"First Bank White Bear Lake, National Association",10569
432,0,Lebanon,,Missouri,Central Bank,1057
433,0,Moorhead,,Minnesota,American Bank Moorhead,10570
434,0,Alpha,famstatebankofalpha.com,Minnesota,Farmers and Merchants State Bank of Alpha,10571
435,22514,Wayzata,,Minnesota,"First Bank Anoka, National Association",10572
436,0,Courtland,,Minnesota,Courtland State Bank,10573
437,0,Crookston,,Minnesota,First American Bank of Crookston,10574
438,0,Hardwick,,Minnesota,Hardwick State Bank,10575
439,0,Harmony,http://www.firstsoutheastbank.com,Minnesota,First Southeast Bank,10576
440,23214,Rochester,,Minnesota,"Marquette Bank Rochester, National Association",10577
441,0,Wood Lake,,Minnesota,First Independent Bank of Wood Lake,10578
442,0,Goodhue,,Minnesota,Goodhue State Bank,10579
443,0,Lemay,www.midwestbankcentre.com,Missouri,Midwest BankCentre,1058
444,0,Madison,,Minnesota,United Prairie Bank - Madison,10580
445,0,Shorewood,,Minnesota,Beacon Bank,10581
446,0,Tyler,,Minnesota,"Citizens State Bank of Tyler, Incorporated",10582
447,0,Starkville,,Mississippi,Peoples Bank,10584
448,0,Taylorsville,,Mississippi,Smith County Bank,10585
449,0,Holly Springs,,Mississippi,First State Bank,10588
450,0,Iuka,,Mississippi,Iuka Guaranty Bank,10589
451,0,Richmond Heights,,Missouri,Commerce Bank of Richmond Heights,1059
452,0,Olive Branch,,Mississippi,Bank of Olive Branch,10590
453,0,Sardis,,Mississippi,Bank of Sardis,10591
454,0,Meadville,www.bankoffranklin.com,Mississippi,Bank of Franklin,10594
455,0,Butler,www.communityfirstbank.net,Missouri,Community First Bank,10595
456,0,Orrick,www.bankoforrick.com,Missouri,TBO Bank,10597
457,0,St. Joseph,,Missouri,"Farmers State Bank, St. Joseph, Missouri",10599
458,0,Marshall,www.woodhuston.com,Missouri,Wood & Huston Bank,1060
459,0,Ellington,,Missouri,Sun Security Bank of America,10600
460,0,Grant City,,Missouri,Farmers Bank of Grant City/Sheridan,10601
461,0,Urbana,,Missouri,The Bank of Urbana,10606
462,0,Harwood,,Missouri,Bank of Harwood,10607
463,0,Mineral Point,www.unicobank.com,Missouri,UNICO Bank,10608
464,0,Jackson,,Missouri,Cape County Bank,10609
465,23783,Saint Louis,,Missouri,Mercantile Bank of St. Louis National Association,1061
466,0,Keytesville,,Missouri,Bank of Keytesville,10610
467,0,Cameron,,Missouri,Horizon State Bank,10611
468,0,Paris,,Missouri,United Missouri Bank of Paris,10612
469,0,Slater,,Missouri,State Bank of Slater,10613
470,0,Buckner,,Missouri,First State Bank of Missouri,10616
471,0,Bethany,btcbank.bank,Missouri,BTC Bank,10618
472,0,Jefferson City,WWW.HAWTHORNBANK.COM,Missouri,Hawthorn Bank,10619
473,16948,Moberly,,Missouri,"Commerce Bank of Moberly, National Association",1062
474,0,Scott City,,Missouri,Security Bank and Trust Company,10620
475,0,Gideon,,Missouri,First Commercial Bank,10621
476,0,Concordia,http://www.gostatebank.com,Missouri,State Bank of Missouri,10623
477,0,Linneus,,Missouri,Linn County State Bank,10625
478,0,New Cambria,www.banknewcambria.com,Missouri,Bank of New Cambria,10626
479,0,Rothville,mypfbank.com,Missouri,Preferred Bank,10628
480,0,Steele,,Missouri,Bank Star of the BootHeel,10629
481,0,Northwoods,,Missouri,Normandy Bank,1063
482,0,Arnold,,Nebraska,Arnold State Bank,10631
483,0,Burchard,,Nebraska,State Bank of Burchard,10632
484,0,Omaha,,Nebraska,Bank of Millard,10633
485,0,Lincoln,www.pinnbank.com,Nebraska,Pinnacle Bank,10634
486,0,Steinauer,www.bankofsteinauer.com,Nebraska,The Bank of Steinauer,10635
487,0,Blue Hill,,Nebraska,The Commercial Bank,10636
488,0,Cambridge,http://www.firstcentral.com,Nebraska,First Central Bank,10637
489,0,Gothenburg,www.flatwater.bank,Nebraska,Flatwater Bank,10639
490,0,Hay Springs,,Nebraska,Northwestern State Bank,10640
491,0,Eagle,WWW.BANKRIVSERSTONE.COM,Nebraska,Riverstone Bank,10641
492,0,Ord,,Nebraska,United Nebraska Bank,10642
493,0,Omaha,www.dundeebank.com,Nebraska,Dundee Bank,10643
494,0,Odell,,Nebraska,State Bank of Odell,10644
495,0,Wallace,,Nebraska,Citizens Security Bank,10645
496,23415,Alliance,,Nebraska,Community First National Bank,10646
497,0,Elmwood,www.aebank.com,Nebraska,American Exchange Bank,10647
498,0,Sedalia,,Missouri,Mercantile Bank of West Central Missouri,1065
499,0,Louisville,,Nebraska,Home State Bank,10650
500,0,Ewing,,Nebraska,Farmers State Bank,10652
501,0,Murray,,Nebraska,The Murray State Bank,10653
502,0,Huron,,Ohio,The Firelands Community Bank,10655
503,0,Clyde,,Ohio,The Clyde Savings Bank Company,10656
504,0,Cleveland,,Ohio,The Continental Bank,10657
505,0,Lodi,,Ohio,The Medina County Bank,10659
506,0,St. Louis,,Missouri,The Baden Bank of St. Louis,1066
507,0,Celina,,Ohio,Community First Bank & Trust,10660
508,0,Union City,,Ohio,The Farmers State Bank of Union City,10661
509,0,Andover,www.andover.bank,Ohio,The Andover Bank,10663
510,0,Columbus,,Ohio,Society Bank,10665
511,0,Jackson,,Ohio,Oak Hill Banks,10666
512,0,Bixby,www.mabreybank.com,Oklahoma,Mabrey Bank,10667
513,0,Tryon,,Oklahoma,Farmers & Merchants Bank,10668
514,14393,Claremore,,Oklahoma,"Bank of Oklahoma, Claremore",10669
515,0,Hazelwood,,Missouri,Bremen Bank and Trust Company,1067
516,0,Jenks,,Oklahoma,"Bank of Commerce, Jenks, Oklahoma",10670
517,0,Skiatook,www.exb-ok.com,Oklahoma,The Exchange Bank,10672
518,0,Fairview,,Oklahoma,"Fairview State Bank of Fairview, Okla.",10673
519,0,Hydro,http://www.bankofhydro.com,Oklahoma,Bank of Hydro,10674
520,0,Wetumka,,Oklahoma,"The Bank of Commerce, Wetumka, Oklahoma",10675
521,0,Hobart,,Oklahoma,Home State Bank,10676
522,0,Jonestown,www.jbt.bank,Pennsylvania,"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",10677
523,0,Muncy,,Pennsylvania,The Muncy Bank and Trust Company,10678
524,0,Des Peres,www.cassbank.com,Missouri,Cass Commercial Bank,1068
525,0,St. Marys,,Pennsylvania,First Laurel Bank,10680
526,0,Shamokin,,Pennsylvania,"The Guarantee Trust and Safe Deposit Company of Shamokin, Pa.",10681
527,0,Somerset,,Pennsylvania,The County Trust Company,10682
528,0,Mifflinburg,www.mbtc.com,Pennsylvania,Mifflinburg Bank and Trust Company,10685
529,0,Scottdale,,Pennsylvania,The Scottdale Bank & Trust Company,10688
530,0,Clayton,,Missouri,Union Planters Bank of Missouri,1069
531,17841,Milan,,Tennessee,First American National Bank of Milan,10691
532,0,Hohenwald,,Tennessee,Hohenwald Bank & Trust Co.,10692
533,0,Dayton,,Tennessee,SimplyBank.,10693
534,0,Whiteville,,Tennessee,The Whiteville Bank,10694
535,0,Athens,,Tennessee,City & County Bank of McMinn County,10695
536,0,Benton,,Tennessee,Benton Banking Company,10696
537,0,Brownsville,,Tennessee,Union Planters Bank of the Tennessee Delta,10698
538,0,Coalmont,,Tennessee,Coalmont Savings Bank,10699
539,0,Clarendon,,Arkansas,The Merchants & Planters Bank,107
540,0,St. Louis,,Missouri,Central West End Bank,1070
541,0,Beeville,,Texas,State Bank & Trust Company,10701
542,0,Abilene,www.avana.bank,Texas,Avana Bank,10704
543,0,Navasota,,Texas,The Security State Bank,10707
544,0,Yoakum,www.crbanktx.com,Texas,Crossroads Bank,10709
545,0,Saint Louis,,Missouri,Jefferson Bank and Trust Company,1071
546,0,Marble Falls,,Texas,First Interstate Bank of Marble Falls,10710
547,0,Waxahachie,,Texas,Waxahachie Bank and Trust Company,10711
548,0,Bertram,,Texas,Farmers State Bank,10712
549,0,East Bernard,,Texas,Union State Bank,10713
550,0,Rising Star,,Texas,First State Bank of Rising Star,10714
551,0,Wallis,,Texas,Wallis State Bank,10715
552,0,Cooper,,Texas,The Enloe State Bank,10716
553,0,Hallettsville,www.psbhallettsville.com,Texas,Peoples State Bank of Hallettsville,10719
554,0,St. Louis,,Missouri,Jefferson-Gravois Bank of St. Louis,1072
555,18032,Haysi,,Virginia,"Dominion Bank of the Cumberlands, National Association",10725
556,0,Poquoson,,Virginia,First Virginia Bank of the Peninsula,10728
557,0,Vienna,,Virginia,United Virginia Bank of Fairfax,10729
558,0,St. Louis,www.lindellbank.com,Missouri,Lindell Bank & Trust Company,1073
559,0,Rose Hill,,Virginia,The Peoples Bank,10730
560,0,Front Royal,,Virginia,Bank of Virginia-Warren,10731
561,0,Roanoke,,Virginia,Mountain Trust Bank,10732
562,0,South Boston,,Virginia,United Virginia Bank/Citizens of South Boston,10733
563,0,Auburndale,,Wisconsin,Pioneer Bank,10734
564,0,Darien,,Wisconsin,First Bank Southeast of Darien,10735
565,0,Poplar,,Wisconsin,Poplar State Bank,10736
566,0,Sullivan,,Wisconsin,F&M Bank of Sullivan,10737
567,0,Rhinelander,,Wisconsin,Northwoods State Bank,10738
568,0,Fox Lake,,Wisconsin,State Bank of Fox Lake,10739
569,16944,St. Louis,,Missouri,"Commerce Bank of St. Louis, National Association",1074
570,0,Gays Mills,,Wisconsin,Royal Bank,10740
571,0,Independence,www.independencestatebank.com,Wisconsin,Independence State Bank,10741
572,0,Waunakee,,Wisconsin,Bank of Waunakee,10744
573,0,New York City,,New York,The Franklin Savings Bank in the City of N. Y.,10752
574,0,Saint Louis,,Missouri,Commerce Bank of Mound City,1077
575,0,Saint Louis,,Missouri,Allegiant Bank,1078
576,0,Yreka,,California,Scott Valley Bank,10781
577,0,San Francisco,,California,The Hibernia Bank,10783
578,0,Carthage,,Illinois,Farmers State Bank of Ferris,10787
579,0,Oglesby,http://www.illinistatebank.com,Illinois,Illini State Bank,10788
580,0,St. Louis,,Missouri,Northwestern Bank and Trust Company,1079
581,0,Toluca,,Illinois,Alpha Community Bank,10790
582,0,Winslow,www.cbcommunitybank.com,Illinois,Community Bank,10791
583,0,Mounds,,Illinois,The First State Bank of Mounds,10792
584,0,River Forest,,Illinois,River Forest State Bank and Trust Company,10793
585,0,Riverdale,,Illinois,Riverdale Bank,10795
586,0,Yorkville,,Illinois,The Bank of Yorkville,10797
587,14390,Highland Park,,Illinois,"NBD Highland Park Bank, National Association",10798
588,0,Campbell Hill,www.fsbch.com,Illinois,First State Bank of Campbell Hill,10799
589,0,Fayetteville,,Arkansas,Chambers Bank of North Arkansas,108
590,0,Saint Louis,,Missouri,Southern Commercial Bank,1080
591,0,Dalton City,,Illinois,The Hight State Bank,10801
592,0,Danforth,,Illinois,Farmers State Bank of Danforth,10802
593,0,Dewey,www.deweybank.com,Illinois,Dewey Bank,10803
594,0,Du Quoin,www.duquoinstatebank.com,Illinois,Du Quoin State Bank,10804
595,0,Dwight,,Illinois,Bank of Dwight,10805
596,0,Malden,,Illinois,Malden State Bank,10807
597,0,Van Orin,http://vanorinbank.com,Illinois,First State Bank of Van Orin,10809
598,0,Saint Louis,,Missouri,"Southwest Bank, An M&I Bank",1081
599,0,Elkville,,Illinois,Elkville State Bank,10810
600,0,Emington,,Illinois,The Taylor State Bank,10811
601,0,Ewing,,Illinois,Ewing State Bank,10812
602,0,Frankfort,,Illinois,Harris Bank Frankfort,10814
603,18743,Genoa,,Illinois,Citizens First National Bank of Genoa,10815
604,0,Grand Chain,www.grandriverscommunitybank.com,Illinois,Grand Rivers Community Bank,10816
605,0,Gridley,,Illinois,"AMCORE Bank, Gridley",10817
606,0,Hillsdale,,Illinois,Old Farmers & Merchants State Bank,10818
607,0,Hinckley,,Illinois,Hinckley State Bank,10819
608,0,Industry,www.statebankofindustry.com,Illinois,State Bank of Industry,10820
609,0,Louisville,www.claycobank.com,Illinois,Clay County State Bank,10821
610,0,South Holland,,Illinois,South Holland Trust & Savings Bank,10824
611,0,Speer,,Illinois,State Bank of Speer,10825
612,0,Carbondale,,Illinois,The Bank of Carbondale,10828
613,0,Virginia,https://www.petefishskiles.com,Illinois,"Petefish, Skiles & Co.",10829
614,0,St. Louis,,Missouri,Commerce Bank of Tower Grove,1083
615,0,Watseka,www.ftsbank.com,Illinois,"The First Trust and Savings Bank of Watseka, Illinois",10831
616,0,Mansfield,,Illinois,Peoples State Bank of Mansfield,10834
617,0,Mount Erie,,Illinois,Mt. Erie State Bank,10835
618,0,Mount Zion,,Illinois,Mt. Zion State Bank,10836
619,0,Campus,www.campustatebank.com,Illinois,Campus State Bank,10840
620,0,Cave In Rock,,Illinois,Hardin County State Bank,10841
621,0,Champaign,,Illinois,Main Street Bank & Trust,10842
622,0,Chatsworth,www.bankatcbc.com,Illinois,Citizens Bank of Chatsworth,10843
623,14479,Chester,www.bvnb.com,Illinois,Buena Vista National Bank,10844
624,0,Clay City,www.claycitybanking.bank,Illinois,The Clay City Banking Co.,10845
625,0,Avon,www.tompkinsstatebank.com,Illinois,Tompkins State Bank,10849
626,21073,Clayton,,Missouri,Mercantile Bank National Association,1085
627,0,Benson,,Illinois,Farmers State Bank of Benson,10850
628,0,Bloomington,,Illinois,"Bank One, Bloomington-Normal",10851
629,0,Bloomington,,Illinois,Magna Bank of McLean County,10852
630,0,Ashland,www.westcentralbank.com,Illinois,West Central Bank,10853
631,0,Bement,www.bankbement.com,Illinois,State Bank of Bement,10855
632,0,Brimfield,,Illinois,Brimfield Bank,10856
633,0,Buffalo Prairie,,Illinois,Buffalo Prairie State Bank,10857
634,0,Oneida,www.andersonstatebank.com,Illinois,Anderson State Bank,10858
635,0,Versailles,bankov.com,Missouri,The Bank of Versailles,1086
636,0,Pinckneyville,www.murphywall.com,Illinois,Murphy-Wall State Bank and Trust Company,10860
637,0,Pleasant Hill,,Illinois,Citizens State Bank of Pleasant Hill,10861
638,0,Red Bud,,Illinois,First Bank,10862
639,0,Chicago,,Illinois,First American Bank,10864
640,0,Oquawka,,Illinois,Midwest Bank of Oquawka,10866
641,0,Jacksonville,,Illinois,Premier Bank of Jacksonville,10868
642,0,Washington,,Missouri,Mercantile Bank of Franklin County,1087
643,0,Albers,,Illinois,Peoples Bank of Albers,10870
644,0,Beecher City,www.fsbbc.com,Illinois,First State Bank of Beecher City,10871
645,0,Chesterfield,,Illinois,Chesterfield State Bank,10872
646,0,Williamsfield,,Illinois,Laura State Bank,10874
647,0,Monmouth,,Illinois,Marquette Bank Monmouth,10875
648,0,Osco,,Illinois,State Bank of Osco,10877
649,0,Waterman,www.watermanbank.com,Illinois,Waterman Bank,10878
650,0,Minier,,Illinois,First Farmers State Bank,10879
651,0,Webster Groves,,Missouri,Boatmen's Bank of Webster Groves,1088
652,0,Annawan,,Illinois,The State Bank of Annawan,10880
653,0,Kankakee,,Illinois,Centrue Bank,10881
654,16249,South Chicago Heights,,Illinois,Grand National Bank,10882
655,0,Bluffs,www.bankofbluffs.com,Illinois,Bank of Bluffs,10883
656,0,Chestnut,,Illinois,Bank of Chestnut,10885
657,0,Eldorado,www.legencebank.com,Illinois,Legence Bank,10886
658,0,New Baden,,Illinois,First County Bank,10887
659,0,Peotone,,Illinois,Peotone Bank and Trust Company,10888
660,0,Sheffield,,Illinois,"Farmers' State Bank of Sheffield, Ill.",10889
661,24580,Indianola,,Mississippi,"Community Bank, Indianola, National Association",1089
662,0,Wheeling,,Illinois,Wheeling Trust and Savings Bank,10891
663,0,Highland,,Illinois,American Bank of Illinois in Highland,10892
664,0,Calmar,,Iowa,Security State Bank,10893
665,24328,Moville,,Iowa,Western Bank & Trust National Association,10894
666,16324,Des Moines,,Iowa,"Firstar Bank Iowa, National Association",10895
667,0,Douds,,Iowa,Farmers and Traders Savings Bank,10896
668,0,Dumont,,Iowa,State Bank of Dumont,10897
669,0,Garnavillo,,Iowa,The Garnavillo Savings Bank,10898
670,0,Grand Mound,,Iowa,Union Savings Bank,10899
671,0,Horatio,www.horatiostatebank.com,Arkansas,Horatio State Bank,109
672,0,Escanaba,http://www.upstatebank.net,Michigan,Upper Peninsula State Bank,1090
673,0,Kalona,,Iowa,Boatmen's Bank of Kalona,10900
674,0,Ossian,,Iowa,The Ossian State Bank,10901
675,0,State Center,www.centralstatebankia.com,Iowa,Central State Bank,10903
676,0,Marshalltown,,Iowa,F&M Bank-Iowa Central,10904
677,0,Baldwin City,https://www.baldwinstatebank.com,Kansas,The Baldwin State Bank,10906
678,0,Beloit,www.guarantystate.com,Kansas,Guaranty State Bank and Trust Company,10907
679,0,De Soto,,Kansas,Great American Bank,10908
680,0,Ewen,,Michigan,The State Bank of Ewen,1091
681,22705,Wichita,,Kansas,"Commerce Bank, National Association",10911
682,0,Independence,,Kansas,Citadel Bank of Independence,10912
683,0,Parsons,,Kansas,The State Bank of Parsons,10914
684,0,Overland Park,,Kansas,Stanley Bank,10916
685,0,Ulysses,www.gcbks.bank,Kansas,Grant County Bank,10918
686,0,Bern,Statebankofbern.com,Kansas,The State Bank of Bern,10919
687,0,Gladstone,http://baybank.us,Michigan,Baybank,1092
688,0,Dodge City,www.fidelitybankdc.com,Kansas,The Fidelity State Bank and Trust Company,10920
689,0,Emporia,,Kansas,Admire Bank,10922
690,0,Minneola,,Kansas,"The Peoples State Bank, of Minneola, Kansas",10923
691,0,Sabetha,,Kansas,The Morrill State Bank & Trust Co.,10924
692,0,Plainville,,Kansas,Midwest Community Bank,10925
693,24094,Overland Park,,Kansas,"Firstar Bank,  National Association",10927
694,0,Iron River,www.theminersstatebank.com,Michigan,The Miners State Bank,10928
695,14452,Iron Mountain,,Michigan,"First of America Bank-Iron Mountain, National Association",1093
696,0,Hamtramck,,Michigan,Security Bank of Commerce,10934
697,0,Bad Axe,,Michigan,Signature Bank,10936
698,0,Big Rapids,,Michigan,Old Kent Bank of Big Rapids,10938
699,0,Holland,,Michigan,Old Kent Bank of Holland,10939
700,0,Menominee,,Michigan,First of America Bank-Menominee,1094
701,0,Saline,,Michigan,The Citizens Bank of Saline,10941
702,0,Stambaugh,,Michigan,First of America Bank-Iron County,10942
703,0,Ludington,,Michigan,Old Kent Bank of Ludington,10943
704,0,Middleville,,Michigan,Farmers State Bank of Middleville,10945
705,0,Hart,,Michigan,FMB-Oceana Bank,10948
706,0,Sault Sainte Marie,www.centralsavingsbank.com,Michigan,Central Savings Bank,1095
707,0,Blue Earth,,Minnesota,Blue Earth State Bank,10952
708,15718,Caledonia,,Minnesota,"MERCHANTS BANK, NATIONAL ASSOCIATION",10953
709,0,Grand Rapids,,Minnesota,American Bank of the North,10954
710,0,Conger,,Minnesota,State Bank of Conger (Incorporated),10955
711,0,Sandstone,http://www.northviewbank.com,Minnesota,Northview Bank,10956
712,0,Hayfield,,Minnesota,Citizens State Bank of Hayfield,10957
713,0,Mountain Lake,www.unitedprairiebank.com,Minnesota,United Prairie Bank,10958
714,0,Sault Ste. Marie,,Michigan,FMB-Sault Bank,1096
715,0,Janesville,http://www.janesvillestatebank.com,Minnesota,Janesville State Bank,10960
